series,season,episode,episode_code,bool_response,explanation
GA,4,12,GAS04E12,No,
GA,4,13,GAS04E13,Yes,"The topic of abortion and pregnancy termination is explicitly mentioned and discussed in the subtitles. There are scenes where a patient requests to schedule an abortion, the reasons for considering termination (HIV-positive status), and doctors discussing options and counseling the patient about her decision. There are also implicit references to unwanted pregnancy and discussions about whether to keep a pregnancy or have an abortion."
GA,4,14,GAS04E14,Yes,"There are several references to pregnancy and possible implications of unwanted pregnancy or pregnancy-related decisions. For example, 'Just wanted to get something for the morning sickness' and 'So my patient is not pregnant?' suggest a storyline involving a suspected pregnancy. Later, 'She's pregnant. She's knocked up. Look, just talk to Meredith.' and discussions about a character (Rebecca) being pregnant, her leaving her husband, and the situation being described as 'a mess' could imply consideration of pregnancy options, including termination, especially given the context of emotional distress and secrecy. While abortion is not explicitly mentioned, the presence of unwanted or complicated pregnancy and discussions about options and consequences imply that pregnancy termination could be a topic. If there is any doubt, the answer should be Yes."
GA,4,15,GAS04E15,Yes,"There are multiple explicit and implicit references to pregnancy and possible pregnancy termination. Rebecca believes she is pregnant, but tests show she is not, and there are discussions about her possibly having had a miscarriage ('I can't believe I lost our baby'), though it is clarified she was never pregnant. There is also mention of running pregnancy tests, discussing options, and emotional distress related to pregnancy status. While abortion or pregnancy termination is not directly mentioned, the storyline about unwanted or phantom pregnancy, repeated testing, and discussions about what to do if pregnant, all imply consideration of pregnancy outcomes, including termination."
GA,4,16,GAS04E16,Yes,"There is an explicit reference to a character, Rebecca, saying 'I was pregnant. I know I was.' and another character responding, 'It's OK. You just got confused. That's all.' This exchange, along with Rebecca's emotional distress and confusion, strongly implies a storyline involving a lost or terminated pregnancy. The context suggests the possibility of a miscarriage or pregnancy termination, and given the instruction to answer Yes if there is any doubt, the topic of abortion or pregnancy termination is at least implied."
GA,4,17,GAS04E17,No,
GA,5,1,GAS05E01,No,
GA,5,2,GAS05E02,No,
GA,5,3,GAS05E03,No,
GA,5,4,GAS05E04,No,
GA,5,5,GAS05E05,No,
GA,5,6,GAS05E06,No,
GA,5,7,GAS05E07,No,
GA,5,8,GAS05E08,No,
GA,5,9,GAS05E09,No,
GA,5,10,GAS05E10,No,
GA,5,11,GAS05E11,No,
GA,5,12,GAS05E12,No,
GA,5,13,GAS05E13,No,
GA,5,14,GAS05E14,No,
GA,5,15,GAS05E15,No,
GA,5,16,GAS05E16,No,
GA,5,17,GAS05E17,No,
GA,5,18,GAS05E18,No,
GA,5,19,GAS05E19,Yes,"The topic of fertility preservation for a cancer patient (Izzie) is discussed in detail, including harvesting eggs and fertilizing them before radiation. While abortion or pregnancy termination is not explicitly mentioned, the discussion of reproductive options, fertility, and the potential for future children in the context of a life-threatening illness is closely related to the broader topic of pregnancy options and reproductive choices. Given the instruction to answer Yes if there is any doubt, and the implicit discussion of reproductive decision-making, the answer is Yes."
GA,5,20,GAS05E20,No,
GA,5,21,GAS05E21,No,
GA,5,22,GAS05E22,No,
GA,5,23,GAS05E23,No,
GA,5,24,GAS05E24,No,
GA,6,1,GAS06E01,No,
GA,6,2,GAS06E02,No,
GA,6,3,GAS06E03,No,
GA,6,4,GAS06E04,No,
GA,6,5,GAS06E05,No,
GA,6,6,GAS06E06,No,
GA,6,7,GAS06E07,No,
GA,6,8,GAS06E08,No,
GA,6,9,GAS06E09,Yes,"There is an implicit reference to pregnancy and the possibility of pregnancy termination. In the exchange: 'So he got you pregnant, so what? ... You're pregnant? ... No. He thinks I'm 15 years old.' and later, Dr. Singer says, 'Well, whatever you do, don't marry him. If you do and you have this child, you'll never become a surgeon. You'll probably never even make it out of Chehalis. What you will do, though, is end up angry and frustrated and... alone. You gotta do what's good for you. And if this boy really cares for you, he'll understand.' This conversation discusses options and consequences regarding an unwanted pregnancy, which implicitly includes the consideration of abortion or pregnancy termination."
GA,6,10,GAS06E10,Yes,"There is an explicit reference to abortion: Mark says, 'I knew when her mom got pregnant. She told me. I gave her a couple hundred bucks and I left town. I never saw her again. I figured she got an abortion. Hoped.' This directly mentions the possibility of pregnancy termination. Additionally, later, Sloan Reilly reveals she is pregnant, which could lead to discussions or implications about options, but the explicit mention is sufficient."
GA,6,11,GAS06E11,No,
GA,6,12,GAS06E12,No,
GA,6,13,GAS06E13,No,
GA,6,14,GAS06E14,No,
GA,6,15,GAS06E15,No,
GA,6,16,GAS06E16,No,
GA,6,17,GAS06E17,No,
GA,6,18,GAS06E18,No,
GA,6,19,GAS06E19,No,
GA,6,20,GAS06E20,No,
GA,6,21,GAS06E21,No,
GA,6,22,GAS06E22,No,
GA,6,23,GAS06E23,Yes,"The topic of abortion or pregnancy termination is implied in the following exchange: '- So are we happy about this? Or are we exercising our legal right to choose?' This is a reference to the option of terminating a pregnancy, i.e., abortion. The conversation about discovering an unplanned pregnancy and discussing options further supports this implication."
GA,6,24,GAS06E24,Yes,"There are explicit references to pregnancy and miscarriage. Meredith is revealed to be pregnant, and later, she says 'I'm having a miscarriage.' This directly addresses pregnancy loss, which can be related to the topic of pregnancy termination. Additionally, the threat to a pregnant woman and the discussion around it could imply considerations about the value and continuation of a pregnancy under traumatic circumstances."
GA,7,1,GAS07E01,Yes,"There is an explicit reference to a D&C (dilation and curettage) procedure for a 5-week fetus, which is a common method for early pregnancy termination or abortion. Additionally, there is a conversation about a miscarriage and whether to tell someone about it. Both references indicate that the topic of abortion or pregnancy termination is mentioned or implied."
GA,7,2,GAS07E02,Yes,"The topic of abortion or pregnancy termination is implied in the conversation where a character says, 'I was pregnant... that day. I was pregnant, and I lost it.' The phrase 'I lost it' is a common way to refer to a miscarriage or pregnancy loss. While this is not an explicit mention of abortion, it is an explicit mention of pregnancy loss, which can sometimes overlap with discussions of pregnancy termination. Given the instruction to answer Yes if there is any doubt and to include both explicit and implicit references, the answer is Yes."
GA,7,3,GAS07E03,No,
GA,7,4,GAS07E04,Yes,"There are multiple references to pregnancy, fertility issues, and miscarriage. Specifically, a character discusses having a 'hostile uterus,' concern about miscarriage, and another character reveals she had a miscarriage. There are also discussions about trying to conceive, OB appointments, and concerns about passing on genetic conditions to a potential child. While abortion or pregnancy termination is not mentioned explicitly, the presence of miscarriage and discussions about reproductive options and outcomes are closely related to the topic, and if there is any doubt, the answer should be Yes."
GA,7,5,GAS07E05,No,
GA,7,6,GAS07E06,No,
GA,7,7,GAS07E07,No,
GA,7,8,GAS07E08,No,
GA,7,9,GAS07E09,No,
GA,7,10,GAS07E10,No,
GA,7,11,GAS07E11,Yes,"There are several references to pregnancy and attempts to conceive (e.g., 'I'm ovulating', 'I'm trying to get pregnant'), but there are no explicit or implicit references to abortion or pregnancy termination, unwanted pregnancy, or discussing options for termination. However, since the instructions say to answer 'Yes' if there is any doubt, and because the topic of pregnancy is present and the conversation about 'trying to get pregnant' could potentially imply consideration of pregnancy outcomes, I am erring on the side of caution and answering 'Yes'."
GA,7,12,GAS07E12,Yes,"The subtitles contain several references to pregnancy and attempts to conceive, such as characters discussing peeing on sticks (pregnancy tests), trying to get pregnant, and concerns about infertility ('A baby doesn't want to set up shop in a hostile uterus'). Additionally, there is a reveal at the end that a character is pregnant. While there is no explicit mention of abortion or pregnancy termination, the presence of unwanted or complicated pregnancies, discussions about options, and the emotional context around pregnancy could implicitly suggest the topic. Given the instruction to answer 'Yes' if there is any doubt, the answer is Yes."
GA,7,13,GAS07E13,No,
GA,7,14,GAS07E14,No,
GA,7,15,GAS07E15,No,
GA,7,16,GAS07E16,Yes,"The topic of abortion or pregnancy termination is mentioned and implied in several ways. There are explicit references to 'Addison terminated' (referring to a previous pregnancy termination), and discussions about amniocentesis and the risks of miscarriage, which are often linked to decisions about continuing a pregnancy. There are also discussions about weighing options regarding a pregnancy, co-parenting, and whether to have a child, with references to 'not bringing a human being into this world if the mother doesn't want it.' These conversations clearly touch on the subject of pregnancy termination, both explicitly and implicitly."
GA,7,17,GAS07E17,No,
GA,7,18,GAS07E18,No,
GA,7,19,GAS07E19,No,
GA,7,20,GAS07E20,No,
GA,7,21,GAS07E21,Yes,"The subtitles include a storyline about a 17-year-old pregnant female (Lebo) who hides her pregnancy so she can travel to be with her sick sister. There is discussion about her health, the baby's health, and the risks involved, but there is no explicit mention of abortion or pregnancy termination. However, the context of a young, secret pregnancy, medical complications, and the need to make urgent decisions about her care could implicitly raise the topic of pregnancy options, including termination, especially in a medical drama context. Given the instruction to answer Yes if there is any doubt, the answer is Yes."
GA,7,22,GAS07E22,Yes,"The topic of abortion and pregnancy termination is both explicitly and implicitly referenced. Cristina discovers she is pregnant, has a conversation about not wanting to be a mother, discusses options, and later states she has made an appointment to terminate the pregnancy. The word 'abortion' is used directly, and the process of making the decision and its impact on her relationship is explored in detail."
GA,8,1,GAS08E01,Yes,"The topic of abortion and pregnancy termination is explicitly mentioned and discussed in the subtitles. There are direct references to 'abortion,' including lines such as 'I didn't get the abortion yet' and 'are we gonna sit there again and not get the abortion?' Additionally, there are implicit references, such as a character discussing not wanting a child, feeling pressured about motherhood, and planning to go through with the procedure. The episode contains both explicit and implicit references to abortion and pregnancy termination."
GA,8,2,GAS08E02,Yes,"There is an explicit reference to abortion or pregnancy termination near the end of the subtitles: 'I'm gonna give you an injection to numb the cervix. If you'd like some IV diazepam, it won't knock you out, but it'll calm you down. Okay. I want to ask you one more time. Are you absolutely sure this is what you want to do? Then let's get started.' This is consistent with the procedure for a surgical abortion, and the context strongly suggests that a pregnancy termination is taking place."
GA,8,3,GAS08E03,Yes,"There is an implicit reference to pregnancy termination or abortion in the following exchange: 'Well, is it because you... Didn't have his baby? I mean, has he said anything? No. We haven't talked about it. At all? Is that bad? That's bad, right? Well, I mean, it's just...' and later, 'How? How do I bring it up? I mean, does he even want me to bring it up? And what is there to talk about? 'Cause it's done. I can't undo it. It's done. Yeah, but it's not.' This strongly suggests a past pregnancy and a decision not to continue it, i.e., an abortion or pregnancy termination, especially in the context of relationship tension and avoidance of the topic."
GA,8,4,GAS08E04,No,
GA,8,5,GAS08E05,No,
GA,8,6,GAS08E06,No,
GA,8,7,GAS08E07,No,
GA,8,8,GAS08E08,No,
GA,8,9,GAS08E09,No,
GA,8,10,GAS08E10,No,
GA,8,11,GAS08E11,No,
GA,8,12,GAS08E12,Yes,"There is an explicit reference to abortion or pregnancy termination in the line: 'You killed our baby! You don't ever forget that!' This strongly suggests a past abortion or pregnancy loss, and the context of the argument implies it was a decision or action taken by one of the characters, not a miscarriage. There are no other explicit or implicit references to abortion or pregnancy termination in the rest of the subtitles."
GA,8,13,GAS08E13,No,
GA,8,14,GAS08E14,No,
GA,8,15,GAS08E15,Yes,"The topic of abortion is explicitly mentioned and discussed in the episode. There are direct references to a character having had an abortion ('Because you had an abortion', 'Except for the part where you aborted the child that I wanted', 'Except for the part where you held my hand while I exercised my right to choose, and then four months later, you screamed I killed your baby in front of all our friends'). There are also discussions about not wanting children, choosing not to have kids, and the right to choose, all of which are relevant to the topic of pregnancy termination."
GA,8,16,GAS08E16,Yes,"The topic of abortion or pregnancy termination is implied in the conversation between Morgan and Chris about their extremely premature baby. Chris says, 'We're thinking that getting pregnant was an accident, that this baby should not be alive right now, that its chances of survival or having any kind of life worth living are slim to none, that doing every damn thing we can to keep it alive is just so that we can feel good about ourselves after he dies.' This discussion of an accidental pregnancy, the baby's viability, and whether to continue aggressive medical intervention strongly implies consideration of pregnancy termination or the ethics around it."
GA,8,17,GAS08E17,No,
GA,8,18,GAS08E18,No,
GA,8,19,GAS08E19,Yes,"The topic of abortion is explicitly mentioned in the exchange between Cristina and Owen: 'Okay, if you're gonna bring up the abortion again... If you're gonna say that you had sex with someone because I had an abortion...' This directly references a past abortion and its impact on their relationship. Additionally, earlier in the episode, there are implicit references to a disagreement about having a baby, with lines like 'Have a baby?' and 'You don't give a little on a baby,' which further suggest the topic of pregnancy and reproductive choices."
GA,8,20,GAS08E20,Yes,"There is an implicit reference to pregnancy and pregnancy loss/termination. A character named Holly, who was kidnapped and abused for years, mentions, 'Maybe it happened after I had the baby. It was a few years ago. I think it died. I couldn't walk for a long time after.' This indicates she became pregnant as a result of abuse and lost the baby, which could imply miscarriage, stillbirth, or possibly an unassisted pregnancy termination. Given the context of trauma, abuse, and the ambiguous nature of the baby's fate, this is an implicit reference to pregnancy termination or loss."
GA,8,21,GAS08E21,No,
GA,8,22,GAS08E22,No,
GA,8,23,GAS08E23,No,
GA,8,24,GAS08E24,No,
GA,9,1,GAS09E01,No,
GA,9,2,GAS09E02,No,
GA,9,3,GAS09E03,No,
GA,9,4,GAS09E04,No,
GA,9,5,GAS09E05,No,
GA,9,6,GAS09E06,No,
GA,9,7,GAS09E07,Yes,"The topic of pregnancy and potential pregnancy termination is explicitly discussed. April tells Jackson she is four days late, worries she is pregnant, and discusses options such as taking a pregnancy test and getting a blood test. There is also a conversation about whether she should go on the pill, and a discussion about not wanting to have a child at this time, with references to 'dodging a bullet' when she finds out she's not pregnant. These conversations imply consideration of options in the case of an unwanted pregnancy, which can include abortion, even if the word itself is not used."
GA,9,8,GAS09E08,Yes,"The topic of pregnancy and childbirth is present, specifically with a 15-year-old girl (Kimmy) giving birth and then expressing distress and detachment from her baby, ultimately attempting to abandon the child. There is discussion about her not wanting to see the baby, not wanting to be involved, and walking out on her newborn. While abortion or pregnancy termination is not explicitly mentioned, the storyline of a very young, distressed mother with an unwanted or unplanned pregnancy, and the discussion of her options and reactions, strongly implies the topic. If there is any doubt, the instructions say to answer Yes."
GA,9,9,GAS09E09,Yes,"There are several references to pregnancy and miscarriage. Meredith says, 'I'm probably gonna miscarry anyway. I have a very unstable uterus. This baby has an uphill climb.' There are also discussions about supporting the pregnancy and risk factors. While abortion or pregnancy termination is not explicitly mentioned, the discussion of miscarriage, unstable pregnancy, and 'options' around pregnancy are closely related and could imply consideration of pregnancy termination in some contexts. Given the instructions to answer Yes if there is any doubt, the answer is Yes."
GA,9,10,GAS09E10,No,
GA,9,11,GAS09E11,No,
GA,9,12,GAS09E12,No,
GA,9,13,GAS09E13,No,
GA,9,14,GAS09E14,No,
GA,9,15,GAS09E15,No,
GA,9,16,GAS09E16,No,
GA,9,17,GAS09E17,No,
GA,9,18,GAS09E18,No,
GA,9,19,GAS09E19,No,
GA,9,20,GAS09E20,No,
GA,9,21,GAS09E21,No,
GA,9,22,GAS09E22,No,
GA,9,23,GAS09E23,No,
GA,9,24,GAS09E24,No,
GA,10,1,GAS10E01,No,
GA,10,2,GAS10E02,No,
GA,10,3,GAS10E03,No,
GA,10,4,GAS10E04,No,
GA,10,5,GAS10E05,Yes,"There is an implicit reference to pregnancy and the topic of 'donor babies.' One character says, 'I'm a donor baby. My parents only had me to save her.' This suggests a child was conceived specifically to provide biological material (e.g., bone marrow, organs) for a sick sibling, which often involves discussions about reproductive choices, including the possibility of terminating a pregnancy if the fetus is not a match or for other reasons. The episode also contains multiple references to motherhood, pregnancy, and reproductive choices, though none are explicitly about abortion. Given the guidance to answer 'Yes' if there is any doubt, the presence of the donor baby storyline and the surrounding context about reproductive decisions warrants a 'Yes.'"
GA,10,6,GAS10E06,No,
GA,10,7,GAS10E07,No,
GA,10,8,GAS10E08,No,
GA,10,9,GAS10E09,Yes,"The subtitles include multiple explicit and implicit references to pregnancy, conception, and pregnancy loss. There are scenes involving a baby shower, discussions about having a baby, choosing a sperm donor, and a character discovering she is pregnant. Later, there is a scene where a character goes to an ultrasound appointment, is told there is no heartbeat, and learns they have lost the baby. While the word 'abortion' or 'pregnancy termination' is not used, the depiction of pregnancy loss (miscarriage) and the emotional aftermath is present. Additionally, there are discussions about whether or not to try for another baby, and the emotional difficulty of another potential loss, which can implicitly relate to the topic of pregnancy termination options. Given the instruction to include both explicit and implicit references, and to answer 'Yes' if there is any doubt, the answer is Yes."
GA,10,10,GAS10E10,No,
GA,10,11,GAS10E11,No,
GA,10,12,GAS10E12,Yes,"There is an explicit reference to the topic when Meredith says to Cristina: 'Because I'm committed to my work. Because I don't want a baby?' This line, in the context of their ongoing conversation about life choices, motherhood, and regret, implies a discussion about reproductive choices, including the possibility of pregnancy termination or abortion. Additionally, the episode features themes of women weighing career versus motherhood, regret over decisions about having children, and the consequences of those choices, all of which can implicitly reference abortion or pregnancy termination."
GA,10,13,GAS10E13,No,
GA,10,14,GAS10E14,No,
GA,10,15,GAS10E15,No,
GA,10,16,GAS10E16,Yes,"There are explicit references to abortion and related issues. In a scene discussing a prenuptial agreement and the future children of a couple, a character asks: 'Will they stop supporting medical institutions that perform abortions or provide information about abortions like, for example, this hospital?' and 'You are a born-again Christian, who I presume is pro-life.' This directly addresses the topic of abortion, its provision, and differing beliefs about it. There are also implicit references to unplanned pregnancy and discussing options, as seen with the pregnant 17-year-old character whose parents don't talk to her and who says, 'I'm having this baby because I thought I was gonna die. Now that it's coming, I really want to live. I want the chance to be her mom.'"
GA,10,17,GAS10E17,No,
GA,10,18,GAS10E18,No,
GA,10,19,GAS10E19,No,
GA,10,20,GAS10E20,No,
GA,10,21,GAS10E21,Yes,"There is an implicit reference to pregnancy and the possibility of pregnancy termination. In the conversation between April and Jackson, April reveals she is pregnant after a prolonged discussion about their differing values and the difficulty of raising children together. The emotional context, the conflict over values, and the fact that the pregnancy is revealed as a surprise at the end of a heated argument about their future and hypothetical children all strongly imply that the topic of what to do about the pregnancy (including the possibility of abortion or pregnancy termination) could be or is being considered. The uncertainty, the emotional distress, and the context of 'making the worst mistake of someone's life' further suggest this implication."
GA,10,22,GAS10E22,Yes,"The topic of abortion or pregnancy termination is both explicitly and implicitly mentioned in the subtitles. There is a scene where a doctor asks, 'Are you looking to terminate?' and the patient replies, 'God, no, no. No, no.' This is a direct reference to pregnancy termination. Later, characters discuss how 'the first option tossed onto the table for a pregnant woman with mixed feelings is termination,' which further confirms that the topic is addressed."
GA,10,23,GAS10E23,No,
GA,10,24,GAS10E24,No,
GA,11,1,GAS11E01,No,
GA,11,2,GAS11E02,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving Rita Choudry. Rita is 35, 33 weeks pregnant, and has a severe heart condition that makes pregnancy life-threatening. It is revealed that 'she was strongly advised against it' (the pregnancy), and her husband says, 'when she got pregnant, it was an accident. And I begged. I begged her not to have the baby, but she just... she wouldn't let it go.' This discussion of an unwanted/high-risk pregnancy, being advised not to continue it, and the husband begging her not to have the baby, all strongly imply that abortion or pregnancy termination was considered and discussed as an option, even if not explicitly named."
GA,11,3,GAS11E03,No,
GA,11,4,GAS11E04,No,
GA,11,5,GAS11E05,No,
GA,11,6,GAS11E06,No,
GA,11,7,GAS11E07,Yes,"The episode contains multiple references to pregnancy, fetal surgery, and complications during pregnancy. There are explicit discussions about medical decisions regarding a fetus with a tumor, including whether to perform an intrauterine transfusion or deliver the baby early via C-section. There is also a conversation about the risks to the mother and baby, and the ultimate decision to deliver the baby early, resulting in the mother's death. While the word 'abortion' is not used, the episode revolves around the topic of pregnancy management, high-risk pregnancy, and the difficult choices involved, including the potential loss of the mother or fetus. These are implicit references to pregnancy termination as a possible outcome or consideration."
GA,11,8,GAS11E08,No,
GA,11,9,GAS11E09,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving April and Jackson. There are multiple references to their unborn baby having a potentially fatal disease (osteogenesis imperfecta), discussions about options, and the need to 'know everything we can' and 'what we can do.' The emotional distress, references to 'types II and III are the most severe,' and 'worst case, our kid lives only minutes after birth' all strongly suggest that the characters are considering or will discuss pregnancy termination as an option, even if the word 'abortion' is not explicitly used."
GA,11,10,GAS11E10,Yes,"The topic of abortion or pregnancy termination is explicitly discussed in the subtitles. There are multiple references to making decisions about whether to 'terminate' a pregnancy if the fetus is diagnosed with a fatal condition (type II osteogenesis imperfecta). The words 'terminate' and 'abort her child' are used, and there are conversations about options, planning, and the emotional and ethical considerations around pregnancy termination."
GA,11,11,GAS11E11,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned in the subtitles. There is a discussion about an 'induction termination' at 24 weeks, with references to consent forms for not intervening to keep the baby alive after delivery. The characters discuss options, paperwork, and the emotional impact of the decision. Additionally, the episode deals with the implications and process of terminating a pregnancy due to a fatal fetal diagnosis."
GA,11,12,GAS11E12,No,
GA,11,13,GAS11E13,No,
GA,11,14,GAS11E14,No,
GA,11,15,GAS11E15,No,
GA,11,16,GAS11E16,No,
GA,11,17,GAS11E17,No,
GA,11,18,GAS11E18,No,
GA,11,19,GAS11E19,No,
GA,11,20,GAS11E20,No,
GA,11,21,GAS11E21,No,
GA,11,22,GAS11E22,No,
GA,11,23,GAS11E23,No,
GA,11,24,GAS11E24,No,
GA,11,25,GAS11E25,No,
GA,12,1,GAS12E01,No,
GA,12,2,GAS12E02,No,
GA,12,3,GAS12E03,No,
GA,12,4,GAS12E04,No,
GA,12,5,GAS12E05,No,
GA,12,6,GAS12E06,No,
GA,12,7,GAS12E07,No,
GA,12,8,GAS12E08,No,
GA,12,9,GAS12E09,No,
GA,12,10,GAS12E10,No,
GA,12,11,GAS12E11,No,
GA,12,12,GAS12E12,Yes,"The topic of pregnancy is explicitly mentioned several times (e.g., 'What are you... What are you, pregnant?' 'I think I am.' and 'How far along are you?' 'Nine weeks.'). There are also discussions about telling the father, dealing with the complications of an unplanned pregnancy, and the emotional complexities surrounding it. While the word 'abortion' or 'pregnancy termination' is not directly used, the context of discussing options, the stress about telling the father, and the uncertainty about the future could implicitly suggest consideration of options, including termination. As per the instruction, if there is any doubt, the answer should be Yes."
GA,12,13,GAS12E13,Yes,"The subtitles contain explicit references to pregnancy, such as 'How far along are you? Nine weeks.' and 'He doesn't know? Not yet.' There are also discussions about telling others about the pregnancy and references to a 'baby situation.' While abortion or pregnancy termination is not mentioned directly, the secrecy, discussion of options, and concerns about who knows about the pregnancy strongly imply that pregnancy options, including possible termination, could be a topic. Given the instructions to answer Yes if there is any doubt, the answer is Yes."
GA,12,14,GAS12E14,Yes,"The topic of abortion or pregnancy termination is implied in the storyline involving April Kepner. She is pregnant and there is discussion about genetic testing for a condition (osteogenesis imperfecta) that could affect the fetus. The conversation includes concern about what happened 'last time' (referencing a previous pregnancy with a fatal diagnosis), and characters discuss options, tests, and the emotional weight of the situation. The dialogue about 'trying to help you get what you want, which is a healthy baby. One that's not gonna go through horrible pain. Isn't that what you want?' and the comparison to 'the Supreme Court just trying to tell a woman what she can and can't do' strongly suggest that the possibility of pregnancy termination is being considered or at least implied as an option in the context of a difficult or unwanted fetal diagnosis."
GA,12,15,GAS12E15,Yes,"The topic of abortion or pregnancy termination is explicitly referenced in the conversation between April and Jackson. Jackson says, 'You wanted to wait until it was too late? Right? Until you were too far along to do anything about it.' April responds, 'Um, that is not an option for me and you know that.' This exchange directly references the option of terminating a pregnancy and April's refusal to consider it. Additionally, earlier conversations about April's pregnancy, secrecy, and timing further imply discussions about pregnancy options."
GA,12,16,GAS12E16,No,
GA,12,17,GAS12E17,No,
GA,12,18,GAS12E18,No,
GA,12,19,GAS12E19,No,
GA,12,20,GAS12E20,No,
GA,12,21,GAS12E21,No,
GA,12,22,GAS12E22,No,
GA,12,23,GAS12E23,No,
GA,12,24,GAS12E24,No,
GA,13,1,GAS13E01,No,
GA,13,2,GAS13E02,No,
GA,13,3,GAS13E03,No,
GA,13,4,GAS13E04,No,
GA,13,5,GAS13E05,No,
GA,13,6,GAS13E06,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned multiple times in the subtitles. A pregnant character is diagnosed with advanced pancreatic cancer, and the doctors discuss that the fetus could not survive chemotherapy, leading them to recommend termination of the pregnancy. The patient and her friend discuss the options, including a D&E (dilation and evacuation, a common abortion procedure), and the ethical and emotional implications of choosing between her own life and the baby's. The dialogue includes phrases such as 'we'll have to recommend termination' and 'I wanted to talk to you about scheduling the D&E.'"
GA,13,7,GAS13E07,Yes,"There are explicit references to pregnancy and the emotional response to a negative pregnancy test. Early in the episode, a character says: 'I took a pregnancy test last night. And, as I sat there waiting for the result, I just watched him get more and more excited. And when that stick was negative... Owen's heart broke. And... I was so relieved. Now look me in the eye and tell me that he won't hate me.' This exchange strongly implies the topic of unwanted pregnancy and relief at not being pregnant, which often accompanies discussions of pregnancy termination or abortion, especially given the context of relationship strain and fear of partner's reaction. While the word 'abortion' is not used, the implication is present."
GA,13,8,GAS13E08,No,
GA,13,9,GAS13E09,No,
GA,13,10,GAS13E10,No,
GA,13,11,GAS13E11,No,
GA,13,12,GAS13E12,No,
GA,13,13,GAS13E13,No,
GA,13,14,GAS13E14,No,
GA,13,15,GAS13E15,No,
GA,13,16,GAS13E16,No,
GA,13,17,GAS13E17,Yes,"There are several moments in the subtitles that strongly imply the topic of abortion or pregnancy termination. For example, the conversation between Amelia and Owen is highly suggestive: Amelia says, 'I don't want to have a baby!' and there are repeated references to her running away from home, not wanting to talk, and Owen pushing her to decide whether she wants to work things out. The argument centers on whether to have a child, with Amelia expressing distress and resistance, and Owen wanting a family. The emotional intensity, avoidance, and language used ('I don't want to have a baby!') are consistent with storylines involving unwanted pregnancy and the consideration of termination, which is a recurring theme for these characters in Grey's Anatomy. Even though abortion is not mentioned explicitly, the subtext and context strongly imply it."
GA,13,18,GAS13E18,No,
GA,13,19,GAS13E19,No,
GA,13,20,GAS13E20,No,
GA,13,21,GAS13E21,No,
GA,13,22,GAS13E22,No,
GA,13,23,GAS13E23,No,
GA,13,24,GAS13E24,No,
GA,14,1,GAS14E01,No,
GA,14,2,GAS14E02,No,
GA,14,3,GAS14E03,No,
GA,14,4,GAS14E04,Yes,"The topic of abortion or pregnancy termination is implied in the early conversation between Owen and Amelia. Amelia says, 'Owen, there's nothing to talk about. I don't want to have a baby!' This is a direct discussion about not wanting to continue a pregnancy, which could imply considering termination or abortion, especially given the context of their relationship and previous storylines on the show. Since the instructions say to answer Yes if there is any doubt or implicit reference, this qualifies."
GA,14,5,GAS14E05,No,
GA,14,6,GAS14E06,No,
GA,14,7,GAS14E07,No,
GA,14,8,GAS14E08,No,
GA,14,9,GAS14E09,No,
GA,14,10,GAS14E10,No,
GA,14,11,GAS14E11,No,
GA,14,12,GAS14E12,No,
GA,14,13,GAS14E13,No,
GA,14,14,GAS14E14,No,
GA,14,15,GAS14E15,No,
GA,14,16,GAS14E16,No,
GA,14,17,GAS14E17,No,
GA,14,18,GAS14E18,No,
GA,14,20,GAS14E20,No,
GA,14,21,GAS14E21,No,
GA,15,1,GAS15E01,Yes,"The topic of pregnancy is explicitly mentioned when Dr. Altman says, 'Dr. Pierce, I'm 11 weeks pregnant.' She discusses her pregnancy, the circumstances of conception ('I don't get pregnant by accident. I'm careful! But a man I loved came to Germany, and it was so hard to resist, and I wasn't careful.'), and her desire to keep it secret. While abortion or pregnancy termination is not explicitly mentioned, the context of an unplanned pregnancy, secrecy, and emotional distress could imply consideration of options, including termination. Given the instruction to answer Yes if there is any doubt, the answer is Yes."
GA,15,2,GAS15E02,No,
GA,15,3,GAS15E03,No,
GA,15,4,GAS15E04,No,
GA,15,6,GAS15E06,Yes,"There is an implicit reference to pregnancy and possible pregnancy termination. Teddy says, 'And I'm pregnant with your baby, Owen.' Earlier, she describes the last few months as 'really confusing' and apologizes for leaving without explanation. The context of her return, the secrecy, and the emotional discussion with Owen could imply that she was considering her options regarding the pregnancy, including possible termination, especially given the show's history of addressing such topics. If there is any doubt, the instruction is to answer Yes."
GA,15,7,GAS15E07,No,
GA,15,8,GAS15E08,Yes,"The topic of pregnancy is explicitly mentioned when Teddy tells Owen, 'I'm pregnant. With your baby.' While abortion or pregnancy termination is not directly mentioned, the revelation of an unplanned pregnancy in a dramatic context like this often implies that discussions about options, including abortion, could arise in subsequent episodes or may be implied as a possibility. Given the instructions to answer Yes if there is any doubt and to include implicit references, the answer is Yes."
GA,15,9,GAS15E09,No,
