series,season,episode,episode_code,bool_response,explanation
Lea Un Nuovo giorno,1,7,Lea Un Nuovo giornoS01E07,Yes,"The topic of abortion or pregnancy termination is implied in the episode. There are multiple discussions about an unwanted or complicated pregnancy: Anna is pregnant by Marco, who is now with Lea and does not want to be with Anna. Anna says, 'Io crescerò questo bimbo, con o senza di te' ('I will raise this child, with or without you'), and Marco expresses not wanting to lose Lea and not knowing what to do. There are conversations about 'cercare una soluzione' ('looking for a solution') and taking time to decide, which are common ways TV shows refer to considering options about an unplanned pregnancy, including abortion, without stating it explicitly. The emotional turmoil, secrecy, and urgency around the pregnancy further suggest that the topic of pregnancy termination is at least implied."
Lea Un Nuovo giorno,1,8,Lea Un Nuovo giornoS01E08,Yes,"The episode contains multiple explicit references to pregnancy, including Anna being pregnant, discussions about the future of the child, and concerns about losing the baby (e.g., 'Non voglio perdere il bambino', 'C'è stato un distacco di placenta'). There are also implicit discussions about options regarding the pregnancy, parental roles, and emotional distress related to the pregnancy. While there is no direct mention of abortion or pregnancy termination, the episode discusses the possibility of losing the baby and the choices surrounding the pregnancy, which can be seen as implicitly touching on the topic. Given the instruction to answer Yes if there is any doubt, the answer is Yes."
Medicina generale,1,1,Medicina generaleS01E01,Yes,"There are explicit references to pregnancy, pregnancy testing, and the intention to terminate a pregnancy. For example, a character says 'Voglio fissare un'interruzione di gravidanza. Il prima possibile.' (I want to schedule a pregnancy termination. As soon as possible.) and there are multiple discussions about pregnancy tests, options, and scheduling the procedure. The topic of abortion/pregnancy termination is directly mentioned and discussed."
Medicina generale,1,2,Medicina generaleS01E02,No,
Medicina generale,1,3,Medicina generaleS01E03,Yes,"The topic of abortion or pregnancy termination is implied in several conversations. Anna reveals she is pregnant to her ex-husband Andrea, who reacts negatively, saying 'Questo bambino non è un problema mio. Io ti figlio una, c'è uno e non ne voglio un altro.' Later, Anna discusses her uncertainty about keeping the baby, saying 'Sai qual è il problema? Che io vorrei tutto. Tenere questo bambino è il diritto di rifarmi una vita.' She also says, 'Io non ho ancora deciso, senti, è più forte di me, non ci riesco.' and asks for more time before confirming an 'intervento', which in context likely refers to a possible abortion procedure. The episode contains multiple implicit references to considering pregnancy termination, discussing options, and the emotional and practical consequences."
Medicina generale,1,4,Medicina generaleS01E04,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned and discussed. One character says, 'Ho deciso, Ornella. Deciso cosa? L'intervento, voglio festare la data.' ('I've decided, Ornella. Decided what? The procedure, I want to set the date.') and later, 'Sto rinunciando a questo bambino solo perché ho paura delle reazioni degli uomini. Avrei tutte le ragioni del mondo per rinunciare a questo figlio, però...' ('I'm giving up this baby only because I'm afraid of men's reactions. I would have every reason in the world to give up this child, but...'). There are also references to scheduling an ultrasound as part of the procedure, and discussions about not being able to handle another child. These are clear references to abortion/pregnancy termination."
Medicina generale,1,5,Medicina generaleS01E05,Yes,"The topic of abortion or pregnancy termination is both explicitly and implicitly referenced. Explicitly, there are lines such as 'E che... Ancora non sapevo se tenerlo o no questo bambino.' and 'Ho deciso di tenerli bambino.' which indicate a character is considering whether to keep or terminate a pregnancy. There is also mention of a 'minaccia d'aborto' (threatened miscarriage), and a character says 'Anche se avessi deciso di abortire, io te l'avrei detto.' (Even if I had decided to have an abortion, I would have told you.), which is a direct reference to abortion. These references make it clear that the topic is present in the episode."
Medicina generale,1,6,Medicina generaleS01E06,Yes,"There are several references to pregnancy and related medical issues. Notably, there is a storyline involving a pregnant woman who is HIV positive, and there are discussions about the health of her unborn child, starting therapy, and the impact of the diagnosis. There is also a conversation about difficulties conceiving and the emotional impact of infertility. While there is no explicit mention of abortion or pregnancy termination, the episode includes discussions of pregnancy complications, unwanted pregnancy ('non lo aspettavamo'), and 'discussing options' in the context of medical and emotional crises. Given the instruction to answer Yes if there is any doubt, the answer is Yes."
Medicina generale,1,7,Medicina generaleS01E07,Yes,"There are several passages that strongly suggest the topic of abortion or pregnancy termination is present, though not always explicitly named. Early in the subtitles, a character discusses a 'colloquio con l'anestesista' (meeting with the anesthetist), an 'intervento' (operation), and expresses guilt and questions about being a mother: 'Che madre sarei? Malata e piena di rabbia.' Another character reassures her, and offers her phone number in case she needs someone 'il giorno dell'intervento' (on the day of the operation). The dialogue includes references to whether the pregnancy was wanted or not ('Non so se l'hai voluto o se ti è capitato. Fatto sta che lo tieni.'), and the need to justify one's decision. These are classic implicit references to abortion or pregnancy termination, especially in the context of Italian hospital and social settings. Therefore, the topic is mentioned or implied."
Medicina generale,1,8,Medicina generaleS01E08,Yes,"There are explicit references to pregnancy and carrying a child (""portare un figlio tuo dentro di me"", ""questa pancia""), and discussion of the consequences and difficulties of being pregnant and the relationship between the parents. While abortion or pregnancy termination is not mentioned directly, the conversation about the complications, choices, and emotional burden of pregnancy, as well as the line ""La vita è una scommessa e a volte la cicogna sbaglia indirizzo. Bisogna tenere duro, amore mio."" (Life is a gamble and sometimes the stork gets the address wrong. You have to hang in there, my love.) could be interpreted as an implicit reference to unwanted pregnancy and the consideration of options. Given the instructions to answer Yes if there is any doubt and to include implicit references, the answer is Yes."
Medicina generale,1,9,Medicina generaleS01E09,No,
Medicina generale,1,10,Medicina generaleS01E10,No,
Medicina generale,1,11,Medicina generaleS01E11,Yes,"There are explicit references to abortion and pregnancy termination in the subtitles. For example, a character is diagnosed with a 'gravidanza extrauterina' (ectopic pregnancy), with symptoms including bleeding and nausea, and it is stated that 'l'embrione si è impiantato sotto al ferro, da qui le perdite scambiate per mestruazione, la nausea e tutto il resto.' The medical staff then discuss that the beta HCG is 3,000, and that 'potrebbe trattarsi di un aborto spontaneo' (it could be a spontaneous abortion/miscarriage). They confirm there is nothing in the uterus and take the patient to surgery for the ectopic pregnancy, which is a form of pregnancy termination for medical reasons. These are explicit references to pregnancy loss and termination."
Medicina generale,1,12,Medicina generaleS01E12,No,
Medicina generale,1,13,Medicina generaleS01E13,No,
Medicina generale,2,1,Medicina generaleS02E01,No,
Medicina generale,2,2,Medicina generaleS02E02,No,
Medicina generale,2,3,Medicina generaleS02E03,No,
Medicina generale,2,4,Medicina generaleS02E04,No,
Medicina generale,2,5,Medicina generaleS02E05,No,
Medicina generale,2,6,Medicina generaleS02E06,No,
Medicina generale,2,7,Medicina generaleS02E07,No,
Medicina generale,2,8,Medicina generaleS02E08,No,
Medicina generale,2,9,Medicina generaleS02E09,No,
Medicina generale,2,10,Medicina generaleS02E10,No,
Medicina generale,2,11,Medicina generaleS02E11,No,
Medicina generale,2,12,Medicina generaleS02E12,No,
Medicina generale,2,13,Medicina generaleS02E13,Yes,"There is an explicit reference to pregnancy in the final line: 'Io ho sottoscritto, dottor Marco Fulci, certifico che la signora Bianca Fossati è alla settima settimana di gravidanza.' Additionally, earlier in the subtitles, there are several scenes involving young women in distress, discussions about options, and references to a mother 'who threw me away because I was a problem,' which could implicitly refer to an unwanted pregnancy or a past pregnancy termination. The request for a medical certificate for a pregnancy also often appears in storylines involving decisions about continuing or terminating a pregnancy. Therefore, both explicit and implicit references suggest the topic is present."
Medicina generale,2,14,Medicina generaleS02E14,No,
Medicina generale,2,15,Medicina generaleS02E15,Yes,"There are several references to pregnancy and the possibility of an unwanted pregnancy. For example, the subtitles mention 'Bianca è incinta di Giacomo' (Bianca is pregnant by Giacomo), and later there is a conversation about 'qualsiasi cosa decidi con Bianca, insomma, pensaci bene perché un giorno potresti avere voglia di vederlo, questo bambino, no?' (whatever you decide with Bianca, think carefully because one day you might want to see this baby). The language about 'qualsiasi cosa decidi' (whatever you decide) and not wanting to think about the baby now, as well as the context of an unplanned or problematic pregnancy, strongly implies that the topic of abortion or pregnancy termination is at least being considered or discussed as an option, even if not explicitly stated."
Medicina generale,2,16,Medicina generaleS02E16,Yes,"There are several references that suggest the topic of abortion or pregnancy termination may be present or implied. For example, the dialogue 'Beh, però aspetta un figlio tuo. Diciamo che questa cosa vi legherà per sempre.' and 'Non sarà un figlio legarvi per sempre se tu non l'ami. Ma di quel figlio non puoi perdere le tracce, Giacomo. Prima o poi te ne pentiresti, è così.' indicate discussions about an unwanted or complicated pregnancy and the emotional consequences, which often accompany storylines involving abortion or considering termination. Additionally, the episode involves medical and psychiatric crises, which can sometimes be related to such themes. Given the instruction to answer Yes if there is any doubt or implicit reference, the answer is Yes."
Medicina generale,2,17,Medicina generaleS02E17,No,
Mental,1,1,MentalS01E01,No,
Mental,1,2,MentalS01E02,No,
Mental,1,3,MentalS01E03,No,
Mental,1,4,MentalS01E04,No,
Mental,1,5,MentalS01E05,No,
Mental,1,6,MentalS01E06,No,
Mental,1,7,MentalS01E07,No,
Mental,1,8,MentalS01E08,No,
Nati ieri,1,1,Nati ieriS01E01,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned multiple times. For example, there are references to 'il dolore per ogni aborto' (the pain for every abortion), 'cinque aborti in sette anni' (five abortions in seven years), 'le terapie antiabortive' (anti-abortion therapies), and discussions about miscarriages and the loss of a pregnancy. There is also a scene where a character loses a baby and has to undergo a surgical procedure that results in the loss of the ability to have children. These references clearly indicate that abortion, both spontaneous (miscarriage) and possibly medical, is a topic in the episode."
Nati ieri,1,2,Nati ieriS01E02,No,
Nati ieri,1,3,Nati ieriS01E03,Yes,"There are several references that suggest the topic of pregnancy termination or abortion is present. Most explicitly, there is a mention of a 'paziente del raschiamento' (patient of the curettage), which in Italian medical context often refers to a uterine procedure following a miscarriage or an abortion. Additionally, there are multiple discussions about women leaving or giving up their babies, unwanted pregnancies, and difficult decisions around childbirth, all of which can implicitly relate to the topic of pregnancy termination or its alternatives."
Nati ieri,1,4,Nati ieriS01E04,No,
Nati ieri,1,5,Nati ieriS01E05,No,
Nati ieri,1,6,Nati ieriS01E06,No,
Nati ieri,1,7,Nati ieriS01E07,No,
Nati ieri,1,8,Nati ieriS01E08,No,
Nati ieri,1,9,Nati ieriS01E09,Yes,"The topic of abortion or pregnancy termination is both explicitly and implicitly mentioned. There are several references: 1) Discussion about a woman who, after amniocentesis revealed Down syndrome, says 'Ho le mie convinzioni, non posso abortire' ('I have my convictions, I can't have an abortion'), and her husband expresses that he could not raise a child with Down syndrome and that she didn't even ask his opinion. 2) Another character says 'So che ad abortire non ci ho mai pensato' ('I know I never thought about aborting'), reflecting on her decision to carry to term. 3) There are also discussions about prenatal testing, unwanted pregnancy, and the emotional and ethical dilemmas surrounding the decision to continue or terminate a pregnancy after a diagnosis of fetal abnormality. These are clear references to the topic."
Nati ieri,1,10,Nati ieriS01E10,No,
Nati ieri,1,11,Nati ieriS01E11,Yes,"The topic of abortion or pregnancy termination is both explicitly and implicitly mentioned. There is a discussion about a woman (signora De Lullo) with a malignant tumor during pregnancy, and the possibility of 'aborto terapeutico' (therapeutic abortion) is directly referenced. The dialogue includes lines such as 'potrebbe anche optare per l'aborto terapeutico' and 'Dottoressa, la prego, convinca mia moglie a sottoporsi all'aborto terapeutico.' Additionally, the episode deals with pregnancy complications, miscarriage, and the difficult choices surrounding continuing or terminating a pregnancy for medical reasons."
Nati ieri,1,12,Nati ieriS01E12,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned and discussed multiple times in the subtitles. There is a storyline involving a pregnant woman with cancer, where doctors and her husband discuss the necessity of an 'aborto terapeutico' (therapeutic abortion) to save her life, but she refuses, wanting to continue the pregnancy. There are also references to unwanted pregnancy outcomes, loss of a child, and medical decisions regarding pregnancy termination for health reasons. These are clear and direct references to abortion and pregnancy termination."
Nati ieri,1,13,Nati ieriS01E13,Yes,"There are several scenes that strongly suggest the topic of abortion or pregnancy termination is present or implied. Most notably, a young woman named Satia seeks out a female gynecologist and is initially described as having been raped, but later reveals she had consensual sex with her boyfriend and is terrified of her family's reaction due to cultural expectations of virginity and an arranged marriage. She repeatedly asks for a 'certificato' (certificate), which in the context of Italian medical and social practice often refers to documentation needed to justify or access certain procedures, including abortion, especially for young women in distress or under family pressure. The narrative includes discussions of her options, her fear of being repudiated, and her desperation for a solution, all of which are classic narrative cues in Italian TV for a storyline involving unwanted pregnancy and possible consideration of abortion, even if the word is never explicitly used. Given these implicit references and the instructions to answer Yes if there is any doubt, the answer is Yes."
Nati ieri,1,14,Nati ieriS01E14,No,
Nati ieri,1,15,Nati ieriS01E15,No,
Nati ieri,1,16,Nati ieriS01E16,No,
Nati ieri,1,17,Nati ieriS01E17,Yes,"The episode contains multiple references to pregnancy, unwanted pregnancy, and discussions of options regarding what to do with a baby. There is a storyline involving a young woman, Mara, who is pregnant and considering giving her baby to another couple in exchange for money, which touches on themes of unwanted pregnancy and the pressures or options surrounding it. There is also discussion about adoption and the possibility of not keeping the baby. Additionally, there is a medical discussion about amniocentesis and its risks to the fetus, which can be related to decisions about continuing a pregnancy. While abortion or pregnancy termination is not mentioned explicitly, the context and the discussions about options for the pregnant woman, including not keeping the baby, strongly imply that the topic is present."
Nati ieri,1,18,Nati ieriS01E18,Yes,"There are several references to pregnancy, childbirth, and related medical issues, but the most relevant is the line: 'Il mio bambino non c'è più. Non potrò più averlo.' (My baby is gone. I will never be able to have him/her.) This could refer to a miscarriage, stillbirth, or possibly an abortion. Additionally, there are discussions about options, medical procedures, and emotional distress related to pregnancy and babies. While abortion is not mentioned explicitly, the context and the emotional tone suggest the possibility of pregnancy termination or loss, so the answer is Yes."
Nati ieri,1,19,Nati ieriS01E19,No,
Nati ieri,1,20,Nati ieriS01E20,Yes,"There is an explicit reference to 'l'aborto della Siago' (the Siago abortion) being possibly caused by a drug, the contraxina. This directly mentions abortion/pregnancy termination, and the context is a medical investigation into the cause of the abortion. Therefore, the topic is mentioned."
Nati ieri,1,21,Nati ieriS01E21,No,
Nati ieri,1,22,Nati ieriS01E22,No,
Nati ieri,1,23,Nati ieriS01E23,No,
Nati ieri,1,24,Nati ieriS01E24,Yes,"The topic of abortion is explicitly mentioned and discussed several times. For example, there are references to 'aborto', 'raschiamento' (dilation and curettage, a procedure often associated with miscarriage management or abortion), and conversations about women experiencing pregnancy loss, the emotional impact, and medical procedures following pregnancy termination. There are also implicit references to unwanted pregnancies, pregnancy complications, and decisions regarding continuing or terminating a pregnancy."
Nati ieri,1,25,Nati ieriS01E25,Yes,"The topic of abortion or pregnancy termination is explicitly mentioned and discussed in the subtitles. There is a storyline involving a woman with an ectopic (extrauterine) pregnancy, where the doctors explain that in such cases, a spontaneous abortion often occurs, but due to the risks, they must intervene surgically to remove the fallopian tube, which results in the termination of the pregnancy. The characters discuss the loss of the embryo, the impossibility of carrying the pregnancy to term, and the emotional consequences. The terms 'aborto spontaneo' (spontaneous abortion/miscarriage) and the medical necessity of ending the pregnancy are directly referenced. Therefore, the topic is present both explicitly and implicitly."
Nati ieri,1,26,Nati ieriS01E26,No,
Oltre la soglia,1,1,Oltre la sogliaS01E01,Yes,"There is a scene where a character says: 'Adesso mi dai questa penna e prendi queste pillole. Così anziché schiattare tu, li facciamo schiattare noi gli alieni dentro la tua testa.' This exchange, especially the reference to 'prendi queste pillole' (take these pills) and 'facciamo schiattare noi gli alieni dentro la tua testa' (let's kill the aliens inside your head), is a common metaphor in Italian TV and film for taking abortion pills to terminate a pregnancy, with 'aliens' often being a euphemism for an unwanted fetus. The context of making someone take pills to 'kill' something inside them strongly suggests an implicit reference to abortion or pregnancy termination."
Oltre la soglia,1,2,Oltre la sogliaS01E02,No,
Oltre la soglia,1,3,Oltre la sogliaS01E03,No,
Oltre la soglia,1,4,Oltre la sogliaS01E04,No,
Oltre la soglia,1,5,Oltre la sogliaS01E05,No,
Oltre la soglia,1,6,Oltre la sogliaS01E06,No,
Terapia d urgenza,1,1,Terapia d urgenzaS01E01,No,
Terapia d urgenza,1,2,Terapia d urgenzaS01E02,No,
Terapia d urgenza,1,3,Terapia d urgenzaS01E03,Yes,"There is an explicit reference to abortion or pregnancy termination in the following exchange: 'Quando sono rimasta incinta ero indecisa se tenere o no il bambino. Ho avuto paura. Ma poi l'ha superata. Non so se ce la farò stavolta. Davvero, non lo so. Ma sì che ce la fa.' This indicates that a character was considering whether or not to continue a pregnancy, which directly implies the topic of abortion or pregnancy termination."
Terapia d urgenza,1,4,Terapia d urgenzaS01E04,No,
Terapia d urgenza,1,5,Terapia d urgenzaS01E05,No,
Terapia d urgenza,1,6,Terapia d urgenzaS01E06,No,
Terapia d urgenza,1,7,Terapia d urgenzaS01E07,No,
Terapia d urgenza,1,8,Terapia d urgenzaS01E08,No,
Terapia d urgenza,1,9,Terapia d urgenzaS01E09,No,
Terapia d urgenza,1,10,Terapia d urgenzaS01E10,Yes,"The episode contains several explicit and implicit references to abortion and pregnancy termination. There is a storyline involving a woman named Lidia who is pregnant, has had five previous spontaneous abortions (aborti spontanei), and is now facing another high-risk pregnancy. The subtitles mention 'aborto abituale' (habitual abortion), discussions about the possibility of another abortion, and whether she should consider terminating the pregnancy given the risks and her medical condition. There are also references to consulting with a gynecologist and discussing her options. These elements clearly indicate that the topic of abortion or pregnancy termination is both mentioned and implied."
Terapia d urgenza,1,11,Terapia d urgenzaS01E11,No,
Terapia d urgenza,1,12,Terapia d urgenzaS01E12,No,
Terapia d urgenza,1,13,Terapia d urgenzaS01E13,No,
Terapia d urgenza,1,14,Terapia d urgenzaS01E14,No,
Terapia d urgenza,1,15,Terapia d urgenzaS01E15,Yes,"The episode explicitly addresses the topic of pregnancy termination. A character (the model) suffers a ruptured ectopic (extrauterine) pregnancy, requiring emergency surgery. After the operation, she is told she lost the baby, and the ovum was developing in a fallopian tube, which had to be removed. This is an explicit reference to a pregnancy loss through medical intervention, which is a form of pregnancy termination, even if for medical necessity. Additionally, there are implicit references to discussing pregnancy, options, and the emotional impact of the event."
Terapia d urgenza,1,16,Terapia d urgenzaS01E16,No,
Terapia d urgenza,1,17,Terapia d urgenzaS01E17,Yes,"There are several implicit references to pregnancy and possible pregnancy termination. For example, there are discussions about taking distance to avoid repeating past mistakes, characters waiting for test results, and conversations about wanting a child, infertility, and medical interventions related to pregnancy. Additionally, there are lines about 'prepararsi' (preparing oneself), 'devo pensarci' (I have to think about it), and 'intervento' (procedure), which in the context of anxiety and medical settings could imply consideration of abortion or pregnancy termination. Given the ambiguity and the presence of these cues, the answer is Yes."
Terapia d urgenza,1,18,Terapia d urgenzaS01E18,Yes,"There are several references to pregnancy and potential pregnancy-related issues. For example, Laura faints in the operating room, and later, when questioned, she reveals, 'Sono incinta. Volevo dirtelo.' ('I'm pregnant. I wanted to tell you.') There is also a heated conversation about her not wanting the father's involvement: 'Questo bambino avrà una madre, me, e il mio cognome. Perché io non ho bisogno di te. Noi non avremo bisogno di te.' ('This child will have a mother, me, and my surname. Because I don't need you. We won't need you.') While abortion or pregnancy termination is not explicitly mentioned, the context of an unwanted or problematic pregnancy, secrecy, and the emotional discussion about the future of the pregnancy could imply that the topic of pregnancy options, including termination, may be present or under consideration. Given the instruction to answer Yes if there is any doubt, the answer is Yes."
